Date,Title,Company,State,City,Level,Work Mode,Average Salary,Pay Type,Employment Type,Description
2024-06-23,Data Scientist (l5) - Games Discovery And Research,Netflix,California,Los Gatos,Mid-level,,,,Full-time,"You’ll work with other data scientists, data and analytics engineers, and business teams to drive product vision and advance measurement strategy through new…"
2024-06-23,"Lead Data Scientist, Content E-commerce",Tiktok,California,San Jose,Lead,,284000.0,year,,"Bonus given to proficiency in data mining skills e.g. modern machine applications.
5 years of work experience in data analytics/science or other relevant fields…"
2024-06-23,User Insights Data Scientist - Usds,Tiktok,California,Los Angeles,Mid-level,,,,nan,"Use regression modeling and machine learning to provide important insights on user experience.
Build and maintain documentation to ensure data accessibility."
2024-06-23,"Finance Manager, Infrastructure Data Center",Meta,California,Fremont,Manager,,173500.0,year,,"With a deep understanding of the business levers underlying the operations of our Data Center team, you will be responsible for helping the business to drive…"
2024-06-23,"Scientist Ii, Autonomous Mobility & Delivery",Uber,California,Sunnyvale,Mid-level,,149000.0,year,,"Proficiency with dashboard and data visualization tools.
Data Insights: Generate data-driven insights to prioritize initiatives and influence the product…"
2024-06-23,"Manager Ii, Tech Science",Uber,California,San Francisco,Manager,,203000.0,year,,"Lead scientists to build statistical, optimization, and machine learning models for strategic insights, simulations, and deeper understanding of marketplace…"
2024-06-23,Senior Data Scientist - Local,Cash App,California,San Francisco,Senior,,,,Full-time,"This role is also eligible to participate in Block's equity plan subject to the terms of the applicable plans and policies, and may be eligible for a sign-on…"
2024-06-23,Data Scientist,Usdm Life Sciences,California,Thousand Oaks,Mid-level,,45.0,hour,,"Develop, enhance, automate, and manage analytics and data-driven models.
Tackle challenges and excels at enabling insights for decision making using data-driven…"
2024-06-23,Data Scientist - Applied Ai (dcc),Tiktok,California,San Jose,Mid-level,,,,nan,"Develop creative solutions and build prototypes for business problems using algorithms based on the latest deep learning, machine learning, statistics, and…"
2024-06-23,"Decision Scientist, Fraud And Merchant Risk",Afterpay,California,San Francisco,Mid-level,,,,nan,"This role is also eligible to participate in Block's equity plan subject to the terms of the applicable plans and policies, and may be eligible for a sign-on…"
2024-06-23,"Senior Product Data Scientist, Fleet Deployment And Readiness",Waymo,California,Mountain View,Senior,,207500.0,year,,"Waymo employees are also eligible to participate in Waymo’s discretionary annual bonus program, equity incentive plan, and generous Company benefits program,…"
2024-06-23,Decision Scientist,Density,California,San Francisco,Mid-level,,,,nan,"3+ years of experience in a data scientist or analytics role.
Help Density understand and discover trends in space analytics across our portfolio."
2024-06-23,"Manager, Data Science",Kaiser Permanente,California,Downey,Manager,,,,nan,"Manages data analysis interpretation by reviewing findings and their application to contextual settings; reviewing insights, reports, and presentations to…"
2024-06-23,Sr. Data Scientist,Cadent,California,San Jose,Mid-level,,,,nan,Work with Software development team to deploy models as micro-services leveraged inside of business software products.).
2024-06-23,"Senior Data Scientist, Llm",Nuna,California,San Francisco,Senior,,232500.0,year,,"Generate insights from large corpuses of free text data.
This role is eligible for health insurance, life insurance, retirement benefits, participation in the…"
2024-06-23,"Senior Scientist, Tech - Ubereats Search",Uber,California,San Francisco,Senior,,,,Full-time,"Work closely with product managers, engineers, and other scientists to define project goals and deliver data-driven solutions."
2024-06-23,Senior Data Scientist - Identity,Cash App,California,San Francisco,Senior,,,,nan,"This role is also eligible to participate in Block's equity plan subject to the terms of the applicable plans and policies, and may be eligible for a sign-on…"
2024-06-23,"Senior Data Scientist, Biological Discovery",Calico,California,South San Francisco,Senior,,,,nan,"As part of this team, the successful candidate will work with a range of stakeholders (e.g., Discovery scientists and leaders, computational biologists, machine…"
2024-06-23,"Data Scientist, Business Marketing Group",Meta,California,Menlo Park,Mid-level,,140000.0,year,,"Experience communicating with and influencing technical and non-technical audiences (engineers, data scientists, program managers, marketers)."
2024-06-23,Principal Data Scientist,Lawrence Berkeley National Laboratory,California,San Francisco Bay Area,Mid-level,,,,nan,Harness the power of artificial intelligence and machine learning to analyze massive datasets and enhance scientific inference.
2024-06-23,Scientist Ii - Investment,Uber,California,San Francisco,Mid-level,,149000.0,year,,"Knowledge of underlying mathematical foundations of statistics, machine learning, optimization, economics, and analytics.
Experience in pricing and incentives."
2024-06-23,Data Scientist,Honda Center,California,Anaheim,Mid-level,,,,nan,"We seek candidates with strong advanced analytics experience to lead the execution of data science and machine learning projects.
This position is on-site."
2024-06-23,"Data Scientist, Region Flexibility",Amazon.com Services Llc,California,Sunnyvale,Mid-level,,125500.0,year,,"2+ years of data scientist experience.
3+ years of machine learning/statistical modeling data analysis tools and techniques, and parameters that affect their…"
2024-06-23,Data Scientist (cic Transfer Pathways),Cal State La University Auxiliary Services Inc.,California,Los Angeles,Mid-level,,,,nan,"Essential Functions: Under the general supervision of the Principal Investigator (PI) of the project, the incumbent will collaborate with the PI and the project…"
2024-06-23,Machine Learning Engineer,Confidential Posting,California,San Francisco,Mid-level,,165000.0,year,,Analyze large-scale biological and clinical datasets to extract meaningful insights and drive data-driven decision-making.
2024-06-23,Data Scientist,Couchbase,California,Santa Clara,Mid-level,,,,nan,"Expertise in programming languages such as Python, R, Java, or Scala and familiarity with data science and machine learning libraries (e.g., scikit-learn,…"
2024-06-23,"Machine Learning Data Associate, Information Data Operations",Amazon.com Services Llc,California,Santa Barbara,Associate,,,,nan,"This role focuses on language data, primarily in the areas of writing and general data analysis deliverables.
Writing high-quality and engaging copy."
2024-06-23,"Sr. Data Scientist, Supply Chain Science",Amazon.com Services Llc - A57,California,Santa Monica,Mid-level,,143300.0,year,,"To be successful in the role, you will need deep analytical skills and a strong scientific background.
Experience working with scientists, economists, software…"
2024-06-23,Senior Fraud Strategy Data Scientist,Bill.com,California,San Jose,Senior,,139350.0,year,,"Minimum 6+ years of experience in end to end fraud risk control strategy experience within relevant industry experience in eCommerce, or online payments,…"
2024-06-23,Staff Machine Learning Scientist,Convertible,California,Irvine,Mid-level,,,,nan,"Have experience with machine learning frameworks (e.g., TensorFlow, PyTorch) and are skilled in programming languages used in AI development (e.g., Python)."
2024-06-23,"Sr. Data Scientist, Client Services",Appfolio,California,Santa Barbara,Mid-level,,148500.0,year,,"Creative problem solving - able to use creativity and curiosity as tools to pick apart any problem, producing a solution which is relevant and realistic."
2024-06-23,Fair Banking Statistical Analyst,Tri Counties Bank,California,Roseville,Mid-level,,102500.0,year,,"The CRA/Fair Lending Statistical Analyst uses a combination of fair banking monitoring reviews, data analytics and statistical analyses related to the CRA and…"
2024-06-23,Research Data Scientist,Terasaki Insitute For Biomedical Innovation,California,Woodland Hills,Mid-level,,,,nan,"Proven experience in applying machine learning techniques, such as deep learning, machine learning, or ensemble methods, to complex biological or medical…"
2024-06-23,Principal Data Scientist - Sql Team,Snowflake,California,San Mateo,Mid-level,,,,nan,"Expert in working with large-scale machine generated data (e.g., logs, application telemetry, or customer usage data)."
2024-06-23,Sr. Data Analyst,University Of California San Francisco,California,San Francisco,Mid-level,,,,nan,"Perform deep analysis of complex data sets, identify trends, and develop visualizations to present data in a clear and compelling manner.
000599 DATA SYS ANL 4."
2024-06-23,"Senior Data Analyst, Tiktok Live Ecosystem - Usds",Tiktok,California,Los Angeles,Senior,,,,nan,"2-3 years of experience in analytics, working with SQL or other data processing languages.
Provide data analytics to support internal and partner teams."
2024-06-23,Staff Data Scientist,Abbott Laboratories,California,Pleasanton,Mid-level,,163900.0,year,,"Collaborate closely with cross-functional teams, including medical experts, clinical research scientists, and engineers to identify clinically significant…"
2024-06-23,Research Data Scientist,Terasaki Institute For Biomedical Innovation,California,Woodland Hills,Mid-level,,,,nan,"Proven experience in applying machine learning techniques, such as deep learning, machine learning, or ensemble methods, to complex biological or medical…"
